what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285702203595
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285702205972
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702209237
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702214505
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702220684
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702224317
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702256363
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702259426
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702260352
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702356973
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285702360112
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702374507
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702645859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702689610
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702760134
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1285702780501
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1285702782829
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702783528
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702783863
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1285702785303
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702785933
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702786295
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1285702787552
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702788020
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702788441
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1285702793921
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1285702794848
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1285702795665
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1285702796122
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1285702799045
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702819874
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702828254
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1285702851036
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285702868766
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1285702872068
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285702908435
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285703297499
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285703299473
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285703314048
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285703418515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285703543692
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285703545158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285704235486
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285704257576
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285704825424
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285704828049
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285704828929
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285704829304
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1285704830209
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1285704830209
stopped,bundle,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.adt",1285704830209
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1285704830242
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1285704830242
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1285704830267
stopped,bundle,de.uni_kassel.edobs.beanshell,0.2.3.200909171558,"de.uni_kassel.edobs.beanshell",1285704830286
stopped,bundle,de.uni_kassel.edobs.flipbook.jdt,1.0.2.200909171558,"de.uni_kassel.edobs.flipbook.jdt",1285704830287
stopped,bundle,de.uni_kassel.edobs.flipbook,1.0.2.200909171558,"de.uni_kassel.edobs.flipbook",1285704830294
stopped,bundle,eDOBS_fujaba4eclipse,0.0.4.200909171558,"eDOBS_fujaba4eclipse",1285704830294
stopped,bundle,de.uni_kassel.edobs_jdt,0.2.3.200909171558,"de.uni_kassel.edobs_jdt",1285704830308
stopped,bundle,de.uni_kassel.edobs_layout,0.2.3.200909171558,"de.uni_kassel.edobs_layout",1285704830320
stopped,bundle,de.uni_kassel.edobs,0.2.3.200909171558,"de.uni_kassel.edobs",1285704830320
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1285704830457
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.bugzilla.ui",1285704830458
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.ide.ant",1285704830483
stopped,bundle,org.eclipse.mylyn.ide.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.ide.ui",1285704830497
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1285704830497
stopped,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1285704830497
stopped,bundle,org.eclipse.mylyn.resources.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.resources.ui",1285704830808
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.2.0.v20091215-0000-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1285704830934
stopped,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1285704830934
stopped,bundle,org.eclipse.mylyn.help.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.help.ui",1285704831085
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.tasks",1285704831085
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.bugs",1285704831110
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1285704831110
stopped,bundle,de.uni_kassel.fujaba.codegen,5.5.0.200909171558,"de.uni_kassel.fujaba.codegen",1285704831110
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1285704831125
stopped,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1285704831126
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1285704831126
