what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285699633328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285699638316
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285699651734
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285699652863
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1285699655597
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1285699655597
stopped,bundle,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.adt",1285699655597
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1285699655977
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1285699655977
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1285699656534
stopped,bundle,de.uni_kassel.edobs.beanshell,0.2.3.200909171558,"de.uni_kassel.edobs.beanshell",1285699656674
stopped,bundle,de.uni_kassel.edobs.flipbook.jdt,1.0.2.200909171558,"de.uni_kassel.edobs.flipbook.jdt",1285699656959
stopped,bundle,de.uni_kassel.edobs.flipbook,1.0.2.200909171558,"de.uni_kassel.edobs.flipbook",1285699657099
stopped,bundle,eDOBS_fujaba4eclipse,0.0.4.200909171558,"eDOBS_fujaba4eclipse",1285699657099
stopped,bundle,de.uni_kassel.edobs_jdt,0.2.3.200909171558,"de.uni_kassel.edobs_jdt",1285699657099
