what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285683947285
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285683948208
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285683954084
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684236966
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684240963
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684412597
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684416882
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684537054
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1285684561997
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285684563578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684564963
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285684566029
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684566215
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285684566241
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285684571469
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285684582722
opened,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1285684585000
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1285684585114
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285684606563
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684612757
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684620937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1285684622558
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1285684624399
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1285684628348
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1285684632003
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684642111
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684758398
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285684760950
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285684761575
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1285684764175
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684771531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684876353
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684881660
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684893671
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285684893687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684895713
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684898037
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285684898421
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285685117273
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285685117949
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285685118945
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1285685122135
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285685124640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285685125341
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285685125653
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285685126234
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285685126464
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285686666182
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285686666210
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285686670557
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285686678978
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285689417022
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285689418584
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285689934693
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285689936210
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285693201249
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285693203304
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285693934924
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285693938571
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285694104013
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285694105387
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285695672261
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285695674833
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696324361
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696325632
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696609385
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285696617879
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696855304
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696856491
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285696857064
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696858673
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696941326
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696944476
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696947038
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696947884
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696966596
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696967104
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285696968370
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285696971221
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1285696974990
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697014997
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1285697015101
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697037125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697039605
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697059631
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697086516
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285697087634
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697102630
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697131935
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285697165127
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697251897
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697265398
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1285697282722
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285697285001
activated,editor,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,"com.android.ide.eclipse.editors.layout.LayoutEditor",1285697285923
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285697288053
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285697288334
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697298135
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697311029
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697347854
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697393169
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697395473
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697401819
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285697402810
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1285697408451
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697410638
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697411495
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697411500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697412666
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697413093
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697528013
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285697528052
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697528752
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697866299
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697867461
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697871644
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697875479
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697877879
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697896420
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697897412
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697897802
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697941740
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1285697950225
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1285697960378
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1285697974242
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697982085
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1285697989107
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1285698001777
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1285698002353
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1285698004090
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1285698004793
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1285698005699
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1285698006343
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698006796
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698007685
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698008758
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698009257
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698009444
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698009627
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698009778
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010267
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010299
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010402
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010409
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010425
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010457
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010486
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010518
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1285698010549
